user_id,user_paid,user_registered,onboarded,subscription_type,completed_date,onboarding_country,onboarding_heard_from_label,onboarding_goals_label,onboarding_learn_label
462370,1,1/1/2023,onboarded,monthly,1/1/2023,India,instagram,Other,Specialized advanced topics
462426,1,1/1/2023,onboarded,annual,1/1/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
462441,1,1/1/2023,onboarded,annual,1/1/2023,United States of America,youtube,I want to earn a higher salary.,Business analysis
462449,1,1/1/2023,onboarded,annual,1/1/2023,Spain,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462467,1,1/1/2023,onboarded,annual,5/25/2023,Egypt,facebook,I want to join an industry-leading company.,Machine and deep learning
462473,1,1/1/2023,onboarded,annual,1/1/2023,Poland,youtube,NULL,Introduction to the world of data and data science
462474,1,1/1/2023,onboarded,monthly,1/1/2023,South Africa,youtube,I want to become a data scientist.,Data analysis and data visualization
462484,1,1/2/2023,onboarded,monthly,1/2/2023,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462488,1,1/2/2023,onboarded,monthly,1/2/2023,United Kingdom,facebook,I want to join an industry-leading company.,Machine and deep learning
462489,1,1/2/2023,onboarded,annual,1/2/2023,United States of America,multiple_sources,NULL,Introduction to the world of data and data science
462514,1,1/2/2023,onboarded,annual,1/2/2023,South Africa,google,I want to earn a higher salary.,Business analysis
462541,1,1/2/2023,onboarded,annual,1/2/2023,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
462585,1,1/2/2023,onboarded,monthly,1/2/2023,India,youtube,I want to join an industry-leading company.,Machine and deep learning
462624,1,1/2/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462643,1,1/2/2023,onboarded,annual,1/2/2023,Egypt,friend,I want to improve my data skills.,Introduction to the world of data and data science
462667,1,1/2/2023,onboarded,annual,1/2/2023,Estonia,youtube,I want to become a data scientist.,Data analysis and data visualization
462670,1,1/2/2023,not-onboarded,quarterly,NULL,NULL,multiple_sources,NULL,NULL
462672,1,1/2/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462697,1,1/2/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462703,1,1/2/2023,onboarded,monthly,1/2/2023,United Kingdom,youtube,NULL,Introduction to the world of data and data science
462720,1,1/2/2023,onboarded,monthly,1/2/2023,Jamaica,youtube,I want to become a data scientist.,Data analysis and data visualization
462746,1,1/3/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
462769,0,1/3/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
462823,1,1/3/2023,onboarded,annual,1/3/2023,South Africa,linkedin,I want to join an industry-leading company.,Machine and deep learning
462826,1,1/3/2023,onboarded,monthly,1/3/2023,Armenia,youtube,Other,Specialized advanced topics
462852,1,1/3/2023,onboarded,monthly,1/3/2023,Botswana,youtube,I want to join an industry-leading company.,Machine and deep learning
462855,1,1/3/2023,onboarded,annual,1/3/2023,United Kingdom,youtube,I want to become a data scientist.,Data analysis and data visualization
462884,1,1/3/2023,onboarded,annual,1/3/2023,Kenya,friend,NULL,Introduction to the world of data and data science
462890,1,1/3/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462919,1,1/3/2023,onboarded,annual,1/3/2023,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
462925,0,1/3/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
462928,1,1/3/2023,onboarded,annual,1/3/2023,Poland,youtube,I want to become a data scientist.,Data analysis and data visualization
462930,1,1/3/2023,onboarded,annual,1/7/2023,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
462967,1,1/3/2023,onboarded,annual,1/3/2023,Italy,twitter,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462971,1,1/3/2023,onboarded,annual,1/3/2023,Vietnam,youtube,I want to become a data scientist.,Data analysis and data visualization
463006,0,1/4/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463014,1,1/4/2023,onboarded,annual,1/4/2023,United States of America,other,NULL,Introduction to the world of data and data science
463084,1,1/4/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463110,1,1/4/2023,onboarded,monthly,1/4/2023,India,youtube,I want to become a data scientist.,Data analysis and data visualization
463116,1,1/4/2023,onboarded,monthly,1/4/2023,Brazil,google,I want to become a data scientist.,Data analysis and data visualization
463172,1,1/4/2023,onboarded,annual,1/4/2023,United States of America,friend,I want to earn a higher salary.,Business analysis
463183,1,1/4/2023,onboarded,annual,1/4/2023,"Eswatini (fmr. Swaziland"")""",friend,NULL,Introduction to the world of data and data science
463200,1,1/4/2023,onboarded,monthly,1/4/2023,India,google,I want to join an industry-leading company.,Machine and deep learning
463224,1,1/4/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463226,1,1/4/2023,onboarded,annual,1/5/2023,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463227,1,1/4/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463254,1,1/5/2023,onboarded,annual,1/5/2023,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463277,1,1/5/2023,onboarded,quarterly,1/5/2023,United States of America,youtube,NULL,Introduction to the world of data and data science
463289,1,1/5/2023,onboarded,annual,1/5/2023,Germany,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463339,1,1/5/2023,onboarded,annual,2/1/2023,Belarus,youtube,I want to improve my data skills.,Introduction to the world of data and data science
463347,1,1/5/2023,onboarded,annual,1/5/2023,India,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463385,1,1/5/2023,onboarded,annual,1/5/2023,Germany,youtube,I want to earn a higher salary.,Business analysis
463411,1,1/5/2023,onboarded,annual,1/5/2023,Malaysia,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463421,1,1/5/2023,onboarded,annual,1/5/2023,France,youtube,I want to earn a higher salary.,Business analysis
463432,1,1/5/2023,onboarded,monthly,1/5/2023,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
463477,1,1/5/2023,onboarded,annual,1/5/2023,Germany,youtube,Other,Specialized advanced topics
463507,1,1/6/2023,onboarded,NULL,1/6/2023,United States of America,youtube,NULL,Introduction to the world of data and data science
463513,1,1/6/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463550,1,1/6/2023,onboarded,annual,1/6/2023,Malaysia,youtube,I want to become a data scientist.,Data analysis and data visualization
463570,1,1/6/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463620,0,1/6/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463640,1,1/6/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463693,1,1/6/2023,onboarded,annual,1/6/2023,Austria,google,NULL,Introduction to the world of data and data science
463704,1,1/6/2023,onboarded,NULL,1/6/2023,United States of America,youtube,NULL,Introduction to the world of data and data science
463722,1,1/7/2023,onboarded,annual,1/7/2023,Canada,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463728,1,1/7/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463745,1,1/7/2023,onboarded,monthly,1/7/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
463779,1,1/7/2023,onboarded,monthly,1/7/2023,United States of America,google,I want to improve my data skills.,Introduction to the world of data and data science
463827,1,1/7/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463832,1,1/7/2023,onboarded,monthly,1/7/2023,Egypt,friend,NULL,Introduction to the world of data and data science
463857,1,1/7/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463863,0,1/7/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463897,1,1/7/2023,onboarded,monthly,1/7/2023,Saudi Arabia,linkedin,I want to earn a higher salary.,Business analysis
463917,1,1/7/2023,onboarded,annual,1/7/2023,Italy,facebook,I want to become a data scientist.,Data analysis and data visualization
463935,1,1/7/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463966,1,1/7/2023,onboarded,NULL,1/8/2023,Colombia,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463972,1,1/8/2023,onboarded,monthly,1/8/2023,Colombia,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
464027,0,1/8/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464037,1,1/8/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
464079,1,1/8/2023,onboarded,monthly,1/8/2023,Egypt,friend,I want to join an industry-leading company.,Machine and deep learning
464103,1,1/8/2023,onboarded,monthly,1/8/2023,Nigeria,youtube,NULL,Introduction to the world of data and data science
464203,1,1/8/2023,onboarded,annual,1/8/2023,Egypt,linkedin,I want to improve my data skills.,Introduction to the world of data and data science
464241,0,1/9/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464290,1,1/9/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464327,1,1/9/2023,onboarded,monthly,1/9/2023,Ireland,youtube,I want to join an industry-leading company.,Machine and deep learning
464385,1,1/9/2023,onboarded,monthly,1/9/2023,Spain,facebook,I want to become a data scientist.,Data analysis and data visualization
464439,1,1/9/2023,onboarded,NULL,1/9/2023,United States of America,other,I want to earn a higher salary.,Business analysis
464451,1,1/9/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
464480,0,1/10/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464483,1,1/10/2023,onboarded,monthly,1/10/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
464501,1,1/10/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464502,1,1/10/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464521,1,1/10/2023,onboarded,monthly,1/10/2023,India,friend,I want to improve my data skills.,Introduction to the world of data and data science
464574,1,1/10/2023,onboarded,monthly,1/10/2023,Iran,linkedin,I want to earn a higher salary.,Business analysis
464591,1,1/10/2023,onboarded,annual,1/10/2023,India,youtube,NULL,Introduction to the world of data and data science
464638,1,1/10/2023,onboarded,monthly,1/10/2023,India,youtube,I want to join an industry-leading company.,Machine and deep learning
464651,1,1/10/2023,onboarded,monthly,3/2/2023,Bulgaria,friend,NULL,Introduction to the world of data and data science
464652,1,1/10/2023,onboarded,annual,1/10/2023,United States of America,google,NULL,Introduction to the world of data and data science
464658,0,1/10/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464665,1,1/10/2023,onboarded,NULL,1/10/2023,India,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
464668,1,1/10/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464686,1,1/10/2023,not-onboarded,annual,NULL,NULL,youtube,NULL,NULL
464705,1,1/10/2023,onboarded,annual,1/10/2023,Guatemala,instagram,I want to earn a higher salary.,Business analysis
464722,1,1/11/2023,onboarded,annual,1/11/2023,United States of America,friend,I want to join an industry-leading company.,Machine and deep learning
464724,1,1/11/2023,not-onboarded,annual,NULL,NULL,youtube,NULL,NULL
464747,1,1/11/2023,onboarded,annual,1/11/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
464748,1,1/11/2023,onboarded,annual,1/11/2023,Mongolia,google,I want to earn a higher salary.,Business analysis
464912,1,1/11/2023,onboarded,annual,1/11/2023,Honduras,other,NULL,Introduction to the world of data and data science
464935,1,1/12/2023,onboarded,annual,1/12/2023,United States of America,other,I want to become a data scientist.,Data analysis and data visualization
464947,1,1/12/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464977,1,1/12/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465013,1,1/12/2023,onboarded,annual,1/12/2023,Greece,other,NULL,Introduction to the world of data and data science
465040,1,1/12/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465074,1,1/12/2023,onboarded,monthly,1/12/2023,Germany,youtube,NULL,Introduction to the world of data and data science
465077,1,1/12/2023,onboarded,annual,1/12/2023,Indonesia,youtube,NULL,Introduction to the world of data and data science
465094,1,1/12/2023,onboarded,annual,1/12/2023,Portugal,youtube,I want to become a data scientist.,Data analysis and data visualization
465102,1,1/12/2023,onboarded,annual,1/12/2023,Ukraine,instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465104,1,1/12/2023,onboarded,annual,1/12/2023,Netherlands,instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465169,1,1/13/2023,onboarded,annual,1/13/2023,Vietnam,multiple_sources,I want to earn a higher salary.,Business analysis
465191,1,1/13/2023,not-onboarded,monthly,NULL,Iran,friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465197,0,1/13/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465225,0,1/13/2023,not-onboarded,NULL,NULL,Finland,linkedin,NULL,NULL
465234,1,1/13/2023,onboarded,annual,1/13/2023,Serbia,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465283,1,1/13/2023,onboarded,monthly,1/13/2023,Nigeria,friend,I want to become a data scientist.,Data analysis and data visualization
465285,1,1/13/2023,onboarded,annual,1/13/2023,Germany,friend,I want to become a data scientist.,Data analysis and data visualization
465295,0,1/13/2023,onboarded,NULL,1/13/2023,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
465312,1,1/13/2023,not-onboarded,annual,NULL,NULL,google,NULL,NULL
465335,1,1/13/2023,onboarded,monthly,1/13/2023,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
465337,1,1/13/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465355,1,1/13/2023,onboarded,annual,1/13/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
465382,1,1/14/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465390,0,1/14/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465421,1,1/14/2023,onboarded,annual,1/14/2023,Egypt,youtube,I want to earn a higher salary.,Business analysis
465456,0,1/14/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465461,1,1/14/2023,onboarded,annual,1/14/2023,Jamaica,multiple_sources,NULL,Introduction to the world of data and data science
465499,1,1/14/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465517,1,1/14/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465520,1,1/14/2023,onboarded,annual,1/14/2023,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465530,1,1/14/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465532,1,1/14/2023,onboarded,annual,1/14/2023,United States of America,youtube,NULL,Introduction to the world of data and data science
465554,1,1/14/2023,onboarded,monthly,1/14/2023,Brazil,youtube,I want to improve my data skills.,Introduction to the world of data and data science
465581,1,1/15/2023,onboarded,monthly,1/15/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
465609,1,1/15/2023,onboarded,annual,1/15/2023,Spain,friend,NULL,Introduction to the world of data and data science
465628,1,1/15/2023,onboarded,annual,1/15/2023,Spain,facebook,Other,Specialized advanced topics
465641,1,1/15/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465663,1,1/15/2023,onboarded,annual,1/15/2023,Denmark,facebook,I want to join an industry-leading company.,Machine and deep learning
465719,1,1/15/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465721,1,1/15/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465730,1,1/15/2023,onboarded,annual,1/15/2023,Egypt,facebook,I want to become a data scientist.,Data analysis and data visualization
465740,1,1/15/2023,onboarded,annual,1/15/2023,Saudi Arabia,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465748,1,1/15/2023,onboarded,annual,1/15/2023,Nigeria,friend,I want to earn a higher salary.,Business analysis
465756,1,1/15/2023,onboarded,annual,1/15/2023,Italy,google,NULL,Introduction to the world of data and data science
465781,0,1/16/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465804,1,1/16/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465807,1,1/16/2023,onboarded,annual,1/16/2023,Sudan,friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465840,1,1/16/2023,onboarded,monthly,1/16/2023,Germany,instagram,NULL,Introduction to the world of data and data science
465848,1,1/16/2023,onboarded,annual,1/16/2023,United Arab Emirates,linkedin,NULL,Introduction to the world of data and data science
465867,1,1/16/2023,onboarded,monthly,1/16/2023,Turkmenistan,linkedin,I want to become a data scientist.,Data analysis and data visualization
465874,1,1/16/2023,onboarded,annual,1/16/2023,Brazil,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465929,1,1/16/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465966,1,1/16/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465994,1,1/16/2023,onboarded,annual,1/16/2023,United States of America,google,I want to become a data scientist.,Data analysis and data visualization
465998,1,1/16/2023,onboarded,annual,1/16/2023,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
466030,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,friend,I want to become a data scientist.,Data analysis and data visualization
466043,1,1/17/2023,onboarded,annual,1/17/2023,India,multiple_sources,I want to become a data scientist.,Data analysis and data visualization
466071,1,1/17/2023,onboarded,monthly,1/17/2023,Canada,youtube,I want to earn a higher salary.,Business analysis
466109,1,1/17/2023,onboarded,annual,1/17/2023,Kenya,google,I want to become a data scientist.,Data analysis and data visualization
466111,1,1/17/2023,onboarded,monthly,1/17/2023,India,google,I want to join an industry-leading company.,Machine and deep learning
466117,1,1/17/2023,onboarded,monthly,2/8/2023,Kenya,linkedin,NULL,Introduction to the world of data and data science
466119,1,1/17/2023,onboarded,annual,1/17/2023,New Zealand,youtube,I want to become a data scientist.,Data analysis and data visualization
466154,1,1/17/2023,onboarded,annual,1/17/2023,India,instagram,NULL,Introduction to the world of data and data science
466159,0,1/17/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
466168,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,facebook,NULL,Introduction to the world of data and data science
466193,1,1/17/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466212,1,1/17/2023,onboarded,annual,1/17/2023,Bahamas,other,I want to join an industry-leading company.,Machine and deep learning
466215,1,1/17/2023,onboarded,monthly,1/17/2023,Bangladesh,youtube,I want to become a data scientist.,Data analysis and data visualization
466220,1,1/17/2023,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
466225,1,1/17/2023,onboarded,annual,1/18/2023,Australia,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466226,1,1/17/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466229,1,1/17/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466230,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,google,NULL,Introduction to the world of data and data science
466232,1,1/17/2023,onboarded,annual,1/17/2023,Tunisia,facebook,I want to improve my data skills.,Introduction to the world of data and data science
466233,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466237,1,1/17/2023,onboarded,annual,1/17/2023,India,friend,NULL,Introduction to the world of data and data science
466244,1,1/17/2023,onboarded,annual,1/17/2023,Germany,linkedin,NULL,Introduction to the world of data and data science
466257,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466258,1,1/17/2023,onboarded,annual,1/17/2023,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466266,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,linkedin,I want to earn a higher salary.,Business analysis
466268,1,1/18/2023,onboarded,annual,1/18/2023,Australia,linkedin,NULL,Introduction to the world of data and data science
466273,1,1/18/2023,onboarded,annual,1/18/2023,Colombia,google,NULL,Introduction to the world of data and data science
466277,1,1/18/2023,onboarded,annual,1/18/2023,Australia,linkedin,NULL,Introduction to the world of data and data science
466279,0,1/18/2023,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
466282,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466305,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466309,1,1/18/2023,onboarded,annual,1/18/2023,Australia,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466326,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466333,1,1/18/2023,onboarded,annual,1/18/2023,Myanmar,instagram,I want to join an industry-leading company.,Machine and deep learning
466348,1,1/18/2023,not-onboarded,annual,NULL,NULL,linkedin,NULL,NULL
466373,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466381,1,1/18/2023,onboarded,annual,1/19/2023,India,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466385,1,1/18/2023,onboarded,annual,1/18/2023,India,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466388,1,1/18/2023,onboarded,annual,2/7/2023,Vietnam,youtube,Other,Specialized advanced topics
466391,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,youtube,NULL,Introduction to the world of data and data science
466393,1,1/18/2023,onboarded,annual,1/18/2023,United Kingdom,linkedin,NULL,Introduction to the world of data and data science
466394,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466399,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466405,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,instagram,I want to become a data scientist.,Data analysis and data visualization
466416,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,youtube,I want to earn a higher salary.,Business analysis
466418,1,1/18/2023,onboarded,annual,1/18/2023,United Kingdom,youtube,NULL,Introduction to the world of data and data science
466427,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466431,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466444,1,1/18/2023,onboarded,annual,1/18/2023,Egypt,linkedin,I want to join an industry-leading company.,Machine and deep learning
466453,1,1/18/2023,onboarded,annual,1/18/2023,Brazil,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466456,1,1/18/2023,onboarded,annual,1/18/2023,France,linkedin,I want to join an industry-leading company.,Machine and deep learning
466464,1,1/18/2023,onboarded,annual,1/18/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466468,1,1/18/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466492,1,1/19/2023,onboarded,annual,1/24/2023,Canada,youtube,I want to become a data scientist.,Data analysis and data visualization
466496,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466499,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466502,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466505,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466507,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466508,1,1/19/2023,onboarded,annual,1/19/2023,India,linkedin,NULL,Introduction to the world of data and data science
466514,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,linkedin,NULL,Introduction to the world of data and data science
466515,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466516,1,1/19/2023,onboarded,annual,1/19/2023,Uzbekistan,google,NULL,Introduction to the world of data and data science
466517,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,linkedin,NULL,Introduction to the world of data and data science
466519,1,1/19/2023,onboarded,monthly,1/19/2023,Australia,friend,Other,Specialized advanced topics
466525,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,other,NULL,Introduction to the world of data and data science
466527,1,1/19/2023,onboarded,annual,1/19/2023,Singapore,linkedin,NULL,Introduction to the world of data and data science
466529,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466537,1,1/19/2023,onboarded,annual,1/19/2023,India,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466544,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466560,1,1/19/2023,not-onboarded,monthly,NULL,India,google,NULL,NULL
466577,1,1/19/2023,onboarded,monthly,1/19/2023,Israel,youtube,I want to become a data scientist.,Data analysis and data visualization
466591,1,1/19/2023,onboarded,quarterly,1/19/2023,Poland,friend,I want to join an industry-leading company.,Machine and deep learning
466593,1,1/19/2023,onboarded,annual,1/19/2023,Canada,facebook,NULL,Introduction to the world of data and data science
466596,1,1/19/2023,not-onboarded,annual,NULL,Vietnam,youtube,NULL,NULL
466600,1,1/19/2023,onboarded,annual,1/19/2023,Serbia,google,NULL,Introduction to the world of data and data science
466603,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466606,1,1/19/2023,onboarded,annual,1/19/2023,India,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466612,1,1/19/2023,onboarded,annual,1/19/2023,Saudi Arabia,linkedin,I want to become a data scientist.,Data analysis and data visualization
466614,1,1/19/2023,onboarded,annual,1/19/2023,India,linkedin,NULL,Introduction to the world of data and data science
466616,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466619,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466620,1,1/19/2023,onboarded,annual,1/19/2023,India,google,I want to join an industry-leading company.,Machine and deep learning
466622,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,multiple_sources,I want to become a data scientist.,Data analysis and data visualization
466643,1,1/19/2023,onboarded,annual,1/19/2023,India,youtube,NULL,Introduction to the world of data and data science
466653,1,1/19/2023,onboarded,annual,1/19/2023,Canada,youtube,Other,Specialized advanced topics
466654,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,other,I want to join an industry-leading company.,Machine and deep learning
466669,1,1/19/2023,onboarded,monthly,1/19/2023,Canada,facebook,I want to become a data scientist.,Data analysis and data visualization
466671,1,1/19/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466682,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,multiple_sources,NULL,Introduction to the world of data and data science
466689,1,1/19/2023,onboarded,annual,1/19/2023,United States of America,other,I want to earn a higher salary.,Business analysis
466707,1,1/20/2023,onboarded,annual,1/20/2023,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466717,1,1/20/2023,onboarded,annual,1/20/2023,United States of America,other,NULL,Introduction to the world of data and data science
466719,1,1/20/2023,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
